no,year ,code,type,x,y,elv,aq,ec,ph,hard,tds,temp,eh,Q,Ca,Mg,Fe,Mn,K,Na,CO3,HCO3,CO2,Cl,SO4,NO2,NO3,SiO2,cumrain,lag1
124,2007,212011,groundwater,784558.60588577,10765233.326206,830,tuffsand,91,5.82,9.6,83.4,22.2,76,0.5,3.4,1,0.1,0.22,4.2,9.5,0,46.4,18.1,3.6,0.9,0.02,0.8,55,11,164.1
125,2007,214063,groundwater,777100.035718877,10753021.704211,820,breccias,680,7.36,12,189,23.6,-0.35,0.5,33.6,10.2,0.68,0.24,4,19,10.8,160.1,36.3,12,7,0,6.5,30.7,11,164.1
126,2007,311048,groundwater,778949.486068969,10758895.983845,790,tuffsand,522,6.5,6.2,238.41,22.9,30,0.3,21,11,0.98,0.22,4.1,27,19,28.7,0,48.8,65.2,0.01,3.6,29,11,164.1
127,2007,212018,groundwater,782032.434927351,10761457.400646,780,tuffsand,427,5.92,4.4,245.73,22.6,75,2,3.8,3.6,0.1,0.22,4.9,7.5,6,30.7,0,7.5,0.3,0.02,1.3,54,11,164.1
128,2007,313058,groundwater,781713.64321397,10759021.263869,780,clay,167,7.33,7.9,185,23.7,-0.54,1,31.1,7.9,0.34,0.24,3,15,13.4,105.2,18.1,30.5,4.3,0.02,2.8,32.2,11,164.1
129,2007,311025,groundwater,784266.738571475,10757264.372492,770,tuffsand,122,5.98,6,83.81,23.3,67,0.5,3.2,0.7,0.1,0.22,5.3,6.7,5,22.3,45.3,4.2,2,0,3.2,29,11,164.1
130,2007,311027,groundwater,782470.633371334,10762234.340428,768,tuffsand,129,7.29,12.1,144,23.5,-0.48,2,22.1,4.2,0.09,0.24,5,14,0,89.7,27.2,12,15.2,0,12.2,37.1,11,164.1
131,2007,311028,groundwater,783353.528567332,10762571.047872,765,tuffsand,215,7.57,12,302,25.2,-0.35,1,19.9,9.4,0.87,0.24,6,54,22.9,172.9,54.4,39,28.5,0.02,0,24.6,11,164.1
132,2007,311034,groundwater,783992.528191583,10767111.469456,765,tuffsand,160,7.12,6.4,201,23.2,-0.41,2,25.5,7.1,0.31,0.24,5.3,24,22.9,116.2,36.3,25.7,8.7,0,3.8,14.4,11,164.1
133,2007,311051,groundwater,779823.666560055,10760892.376934,765,tuffsand,144,7.46,6,165,23.9,-0.36,1,24.6,5.9,0.1,0.24,5.5,17,10.8,109.8,36.3,13.7,12,0.01,12.7,35.8,11,164.1
134,2007,312026,groundwater,785309.97280116,10748306.617719,765,tuffsand,489,7.12,4.4,360,23.4,-0.18,0.5,47.9,15.7,1.02,0.24,10.5,43,19.6,235.2,126.9,56.6,18,0,0,44.1,11,164.1
135,2007,312050,groundwater,776193.434096125,10757221.769926,765,clay,705,7.55,7,97,24.8,-0.42,0.5,12,5.2,0.28,0.22,3,10,14.5,56.7,18.1,9,10.3,0.01,6.2,36.2,11,164.1
136,2007,318069,groundwater,768459.02760758,10755854.357437,765,clay,131,7.8,9.6,256,24.1,-0.69,0.5,36.7,10.3,0.03,0.25,5.5,14,0,110.7,88.8,28.7,41.5,0,5.1,51.9,11,164.1
137,2007,311014,groundwater,776637.52427108,10756892.125263,760,tuffsand,204,7.38,6.4,160,23.6,-0.45,2,22.4,5.7,0.47,0.22,5,16,0,105.2,36.3,11.6,23.6,0.01,12.8,34.1,11,164.1
138,2007,311029,groundwater,783803.601927851,10761134.916142,760,tuffsand,63.2,7.17,7,224,24.2,-0.18,0.5,37.2,11.2,0.09,0.22,3.5,18,0,162,54.4,20.6,26.6,0.01,9.4,38.4,11,164.1
139,2007,313060,groundwater,775304.12365666,10758102.360717,760,clay,142,7.71,7.1,100,24.8,-0.27,1,11.2,5.7,0.32,0.22,3.5,4,0,63.1,104.2,7.7,6.1,0,1.8,38.1,11,164.1
140,2007,311033,groundwater,783455.776821013,10764120.804567,750,tuffsand,196,7.54,6.2,705,25.1,-0.27,0.5,138.6,18.6,0.05,0.22,57.5,22,0,594.8,45.3,28.7,66,0,0.2,33.4,11,164.1
141,2007,311035,groundwater,784000.913292382,10765562.29979,750,tuffsand,124,6.95,6.4,531,23.5,-0.31,0.5,79.5,12.2,0.27,0.22,8,60,3.7,256.2,45.3,79.8,47.1,0.02,17,35.3,11,164.1
142,2007,311039,groundwater,784444.427067925,10765353.38277,740,tuffsand,462,7.69,4.5,528,25.1,-0.33,0.5,11.8,7.1,0.42,0.22,2.5,28,3.7,128,18.1,11.2,25.7,0,0.9,30.9,11,164.1
143,2007,311057,groundwater,789968.61926536,10766258.885392,740,tuffsand,122,6.98,8.8,282,24.6,-0.33,0.5,24.1,6.5,0.31,0.23,17,42,10,120.8,45.3,33,25.5,0,14.5,18.3,11,164.1
144,2007,312042,groundwater,782141.246773262,10761789.951517,730,tuffsand,539,7.69,5,309,24,-0.47,0.5,37.8,18.6,0.2,0.23,7,40,25.7,240.6,163.2,36,9.7,0.01,0,45.1,11,164.1
145,2007,311038,groundwater,784116.277797639,10764677.657667,720,tuffsand,142,8.67,8,358,25.5,-0.76,0.5,10.7,5,0.87,0.24,5,10,12,8.5,0,34.6,28.3,0,0,27.4,11,164.1
146,2007,311040,groundwater,785220.287377198,10765015.611667,710,tuffsand,522,7.63,8,174,25.3,-0.42,0.5,17.4,3.6,0.36,0.25,3,32,5.1,114.4,18.1,16.3,24.7,0,0.5,26.2,11,164.1
147,2007,311041,groundwater,785759.935373735,10767453.05421,705,tuffsand,364,7.4,7,462,24.2,-0.4,0.5,72.2,15.9,0.06,0.24,7.5,48,10,336.7,108.8,45.5,25.5,0,5.2,13.1,11,164.1
148,2007,311020,groundwater,780604.223077821,10759679.307636,700,tuffsand,229,7.47,7,284,25.3,-0.41,0.5,41.2,9.3,0.16,0.24,4.5,34,12,177.5,45.3,26.6,41,0,0,25,11,164.1
149,2007,314067,groundwater,771336.016070642,10755537.009278,700,breccias,486,7.15,8,305,25.2,-0.41,2,26.9,16.5,0.03,0.22,6.1,46.2,5.3,171.1,72.5,43.7,26.9,0,5.8,34.1,11,164.1
150,2007,311021,groundwater,783889.736508295,10765672.356853,670,tuffsand,373,6.95,8,116,23.8,-0.45,5,12,3.2,0.08,0.22,2.5,8,5.4,22,27.2,19.7,0,0,36.5,36.1,11,164.1
151,2007,311022,groundwater,790005.755767298,10759508.656836,650,tuffsand,427,7.45,8,207,24.6,-0.45,1,14.6,6.1,0.45,0.22,3.5,40,5.5,100.7,54.4,21.4,51.7,0,0.3,26,11,164.1
152,2007,311053,groundwater,779808.404607695,10763769.319736,650,tuffsand,495,7.37,8,94,23.8,-0.41,1,12.3,5.8,0,0.22,2.5,4,8,62.2,36.3,7.7,0,0.02,0.3,51.1,11,164.1
153,2007,311056,groundwater,776304.59997493,10757111.696393,650,tuffsand,169,7.29,11,296,24.3,-0.32,1,28.8,8.7,0.4,0.22,6.5,44,8,174.8,27.2,43.7,14.5,0,8,36.3,11,164.1
154,2011,115809,groundwater,785175.20988402,10752835.898066,1338,tuffsand,167,6.6,8.8,155.7,23.3,-40,2,5.6,3.1,0.08,0.22,7,9.3,12.3,43.3,12.7,5.7,0.9,0,0.4,64,99.1,139.2
155,2011,115808,groundwater,785168.20988402,10752842.898066,1336,tuffsand,122,5.98,6,83.81,23.3,67,0.5,3.2,0.7,0.1,0.22,5.3,6.7,10,12.4,45.3,4.2,2,0,3.2,29,99.1,139.2
156,2011,115807,groundwater,785175.20988402,10752839.898066,1320,tuffsand,71.9,6.89,11,58.67,21,7,1,4,3.5,0.08,0.22,1.7,6.5,19,15.2,36.3,3,0.6,0,4.7,23,99.1,139.2
157,2011,115806,groundwater,785181.20988402,10752842.898066,1300,tuffsand,349,6.6,14,356.8,23.7,25,0.2,11.3,5.6,0.08,0.3,6.4,18.1,2.5,87,45.3,20,24.8,0,1.5,41,99.1,139.2
158,2011,115805,groundwater,785175.20988402,10752850.898066,1247,tuffsand,522,6.5,6.2,238.41,22.9,30,0.3,21,11,0.98,0.22,4.1,27,19,28.7,0,48.8,65.2,0.01,3.6,29,99.1,139.2
159,2011,115804,groundwater,785180.20988402,10752842.898066,1240,tuffsand,71.9,6.89,11,58.67,21,7,1,4.5,3.5,0.08,0.22,1.7,6.5,19,15.2,36.3,3,0.6,0,4.7,23,99.1,139.2
160,2011,115801,groundwater,785175.20988402,10752843.898066,1230,tuffsand,204,5.92,7,350.45,24.8,80,2,7.8,4.5,0.1,0.22,1.9,11.1,1.4,54.2,0,11.4,2.8,0,11,40,99.1,139.2
161,2011,115802,groundwater,785178.20988402,10752842.898066,1228,tuffsand,494,7.09,8.2,384.89,24.5,-2,0.5,44,15,0.06,0.23,9.7,48.1,34.6,126.9,26.8,42.4,59.7,0,4.5,21,99.1,139.2
162,2011,115803,groundwater,785175.20988402,10752848.898066,1225,tuffsand,362,6.78,8,312.57,25.2,18,2,17,13.3,0.06,0.22,7.9,18,17.9,91.7,117.8,47.3,2.6,0,0.08,50,99.1,139.2
163,2011,115800,groundwater,785176.20988402,10752842.898066,1200,tuffsand,495,6.11,6,311.45,23.4,62,1,37.1,10,0.2,0.23,6,16.1,10,38.9,90.6,53.1,61.3,0,4.3,23,99.1,139.2
164,2011,112003,groundwater,785175.20988402,10752842.898066,1190,tuffsand,324,6.62,8.1,416.77,25.1,20,2,17,13.3,0.16,0.23,7.9,20,2.3,91.7,18.1,41.7,57.3,0.01,2.6,57,99.1,139.2
165,2011,112004,groundwater,791358.410990657,10754868.208511,1175,tuffsand,391,6.99,8,292.02,24,-1,0.2,39,13.1,0.66,0.22,2.7,21,1.7,178.8,36.3,40.7,17.6,0.01,4.3,18,99.1,139.2
166,2011,111006,groundwater,779749.809897359,10753920.753428,1150,tuffsand,293,6.14,6.2,126.47,21,43,0.5,18.4,5.4,0.17,0.22,11,14,31.3,23,13.9,19.4,0.5,0,1.2,29,99.1,139.2
167,2011,111044,groundwater,778412.209171393,10755905.51503,1130,tuffsand,131,6.37,10,74.2,22,32,1,5.4,3.9,0.08,0.22,1.6,5.8,10,16.1,0,7.6,0.6,0,5.2,28,99.1,139.2
168,2011,112012,groundwater,785379.24151581,10756053.091886,1040,tuffsand,252,5.45,10,370.21,23.8,75,10,9.7,6.4,0.08,0.22,7.7,17,0.1,122.2,27.2,3.3,1.3,0,1.3,56,99.1,139.2
169,2011,214064,groundwater,777881.712359008,10751587.279369,990,breccias,71.9,6.89,11,58.67,21,7,1,3.5,3.7,0.08,0.22,1.7,5,12,15.2,36.3,3,0.6,0,4.7,23,99.1,139.2
170,2011,211010,groundwater,790201.394293116,10764157.573,980,tuffsand,71.9,6.89,11,58.67,21,7,1,4,4,0.08,0.22,1.7,4.8,19,12.2,36.3,2.9,0.6,0,4.7,23,99.1,139.2
171,2011,211016,groundwater,785246.624399812,10760146.757139,940,tuffsand,462,6.01,6.4,243.16,23.4,50,0.5,6.8,1,0.1,0.22,5.6,9.6,1.5,60.8,0,2.7,1.3,0.01,2.1,28,99.1,139.2
172,2011,211047,groundwater,779287.080654628,10757791.220499,940,tuffsand,489,7.07,7.3,250.5,24.2,-2,1,13.1,15,0.2,0.23,7.8,29,10.2,125,136,38.8,24.6,0,1.4,54,99.1,139.2
173,2011,211017,groundwater,785256.755241973,10758265.610703,890,tuffsand,680,6.72,7,123.8,24.3,54,1,65,13.3,0.16,0.22,3,36.3,0,330.6,117.8,48.6,10.5,0,2.4,35,99.1,139.2
174,2011,212009,groundwater,786240.150405828,10760484.10282,890,tuffsand,167,6.6,4.5,113.39,22.8,40,1,1,0.9,0.06,0.22,3.8,8,8,12.7,0,5,0.4,0.02,0.6,43,99.1,139.2
175,2011,212011,groundwater,784558.60588577,10765233.326206,830,tuffsand,63.2,6.69,8.8,311,23.8,7,1.5,27.7,7.09,0.09,0.02,8.62,27.2,10,91.7,36.3,44.2,23.8,0.02,1,44.2,99.1,139.2
176,2011,214063,groundwater,777100.035718877,10753021.704211,820,breccias,71.9,6.89,11,58.67,21,7,1,4,4,0.08,0.22,1.7,7.5,19,12.4,36.3,3.8,0.6,0,4.7,23,99.1,139.2
177,2011,311048,groundwater,778949.486068969,10758895.983845,790,tuffsand,44,7.01,6.4,371.89,24.2,2,1,21.1,17,0.08,0.23,10,28.4,10.8,177.7,26.8,36.5,33.3,0,0.5,40,99.1,139.2
178,2011,212018,groundwater,782032.434927351,10761457.400646,780,tuffsand,63.2,5.86,6,224,22.6,62,0.5,17.7,0.88,0.07,0.01,3.38,11.76,10,32.4,126.9,22.63,14.54,0,0.009,60.1,99.1,139.2
179,2011,313058,groundwater,781713.64321397,10759021.263869,780,clay,581,5.95,8,102.92,24.4,51,5,3,1.5,0.16,0.22,9.2,8.2,0,35.4,54.4,8.8,0.8,0,0.6,20,99.1,139.2
180,2011,311025,groundwater,784266.738571475,10757264.372492,770,tuffsand,71.9,6.89,11,58.67,21,7,1,3.5,3.8,0.08,0.22,1.7,7,19,13.4,36.3,3.4,0.6,0,4.7,23,99.1,139.2
181,2011,311027,groundwater,782470.633371334,10762234.340428,768,tuffsand,364,6.89,7,208.95,24.6,13,0.5,41.2,14.1,0.13,0.22,2.4,18.2,1.5,180.3,36.3,21.7,4.3,0.01,1.1,19,99.1,139.2
182,2011,311028,groundwater,783353.528567332,10762571.047872,765,tuffsand,63.2,6.44,14,468,25.6,43,0.5,13,15.7,0.21,0.07,7.43,26,12.3,35.4,88.8,24.7,192,0.01,0.005,43.8,99.1,139.2
183,2011,311034,groundwater,783992.528191583,10767111.469456,765,tuffsand,71.9,6.89,11,58.67,21,7,1,4,3,0.08,0.22,1.7,7,19,14,36.3,3,0.6,0,4.7,23,99.1,139.2
184,2011,311051,groundwater,779823.666560055,10760892.376934,765,tuffsand,489,6.38,5,425.78,23.5,40,1,45,7.5,0.13,0.22,2.6,13,12.3,128.8,19,47.8,27.4,0.02,0.7,36,99.1,139.2
185,2011,312026,groundwater,785309.97280116,10748306.617719,765,tuffsand,225,6,12,338,23.1,74,0.5,10.7,4.2,0.08,0.3,1.4,6.6,15,12,45.3,24.7,0.3,0,3,37,99.1,139.2
186,2011,312050,groundwater,776193.434096125,10757221.769926,765,clay,63.2,5.77,8.1,335,23.4,50,0.2,30.5,8.28,0.49,0.01,5.14,19.4,20.1,60.5,18.1,49.87,57.6,0.08,0.002,45.1,99.1,139.2
187,2011,318069,groundwater,768459.02760758,10755854.357437,765,clay,486,6.13,7,261.92,24.2,78,1,13.5,12,0.4,0.22,8.7,36,0,116.3,72.5,63.1,26.9,0.01,5.3,21,99.1,139.2
188,2011,311014,groundwater,776637.52427108,10756892.125263,760,tuffsand,373,6.7,5.8,159.47,23.3,67,0.5,27,10,0.13,0.23,3.4,25.3,13.4,97.8,0,56.7,17,0,0.7,24,99.1,139.2
189,2011,311029,groundwater,783803.601927851,10761134.916142,760,tuffsand,136,5,8.8,132.49,21.2,-81,1,18.1,10.3,0.2,0.22,11.7,27,0.2,176.4,0,20.7,7.5,0.02,0.1,43,99.1,139.2
190,2011,313060,groundwater,775304.12365666,10758102.360717,760,clay,364,7.03,8,302.47,23.9,37,0.45,28,13.3,0.04,0.22,3.4,23,1.4,177.7,0,25,9.2,0.01,0.4,24,99.1,139.2
191,2011,311033,groundwater,783455.776821013,10764120.804567,750,tuffsand,71.9,6.89,11,58.67,21,7,1,3.8,3,0.08,0.22,1.7,5.5,14,10.2,36.3,3,0.6,0,4.7,23,99.1,139.2
192,2011,311035,groundwater,784000.913292382,10765562.29979,750,tuffsand,427,5.92,4.4,245.73,22.6,75,2,3.8,3.6,0.1,0.22,4.9,7.5,12.3,30.7,0,7.5,0.3,0.02,1.3,54,99.1,139.2
193,2011,311039,groundwater,784444.427067925,10765353.38277,740,tuffsand,408,6.9,7.2,365.6,24.1,4,0.3,20.8,13,0.16,0.23,7.5,38.3,10.8,134,15.6,53.6,62.2,0,4.2,31,99.1,139.2
194,2011,311057,groundwater,789968.61926536,10766258.885392,740,tuffsand,441,5.8,7,359.02,23.7,57,0.5,48,20.1,0.16,0.22,7.7,35.2,2.8,51.9,0,111.9,112.2,0,5.3,39,99.1,139.2
195,2011,312042,groundwater,782141.246773262,10761789.951517,730,tuffsand,564,6.35,12,314.07,24.2,43,0.75,40.5,9.9,0.06,0.23,6.1,20.7,2.3,193.8,45.3,46.5,6.8,0,0,9,99.1,139.2
196,2011,311038,groundwater,784116.277797639,10764677.657667,720,tuffsand,71.9,6.89,11,58.67,21,7,1,3.2,3.8,0.08,0.22,2.8,6,19,12.2,36.3,3.7,0.6,0,4.7,23,99.1,139.2
197,2011,311040,groundwater,785220.287377198,10765015.611667,710,tuffsand,91,5.82,9.6,83.4,22.2,76,0.5,3.4,1,0.1,0.22,4.2,9.5,0,46.4,18.1,3.6,0.9,0.02,0.8,55,99.1,139.2
198,2011,311041,groundwater,785759.935373735,10767453.05421,705,tuffsand,144,6.3,6.2,385.68,22.4,49,2,65,16.3,0.16,0.22,3,30.3,17.3,233.8,0,54.6,12.5,0,2.4,44,99.1,139.2
199,2011,311020,groundwater,780604.223077821,10759679.307636,700,tuffsand,349,7.08,12,238.7,23.8,-4,0.5,37,10.3,0.13,0.23,3.2,35,7.8,155.1,0,48.2,41.2,0,5,15,99.1,139.2
200,2011,314067,groundwater,771336.016070642,10755537.009278,700,breccias,411,6.77,8,334.6,24.6,29,1,35,9.9,0.2,0.22,9.1,24,13.4,157.5,0,42.4,26.5,0,4.8,26,99.1,139.2
201,2011,311021,groundwater,783889.736508295,10765672.356853,670,tuffsand,71.9,6.89,11,58.67,21,7,1,2,3.6,0.08,0.22,3,6,15,13,36.3,3.5,0.6,0,4.7,23,99.1,139.2
202,2011,311022,groundwater,790005.755767298,10759508.656836,650,tuffsand,160,6.4,7,95.49,23.5,38,0.5,6.8,1,0.16,0.22,5.6,9.6,1.7,60.5,0,2.7,1.3,0,2.1,42,99.1,139.2
203,2011,311053,groundwater,779808.404607695,10763769.319736,650,tuffsand,71.9,6.89,11,58.67,21,7,1,2,3.7,0.08,0.22,2.7,5,15,13.2,36.3,3.8,0.6,0,4.7,23,99.1,139.2
204,2011,311056,groundwater,776304.59997493,10757111.696393,650,tuffsand,63.2,5.85,12,331,22.5,65,0.3,43.55,1.41,0.31,0.07,4.84,26.88,12,122,36.3,31.4,4.1,0,0.3,44.5,99.1,139.2
205,2012,115809,groundwater,785175.20988402,10752835.898066,1338,tuffsand,215,6.03,15,38.5,25.8,-0.47,0.3,3.73,2.69,0.34,0.2443220657,1.4,4.8,12,14.4,4.74,3,2.6,0.1,0.004,27,34.2,60.5
206,2012,115808,groundwater,785168.20988402,10752842.898066,1336,tuffsand,564,6.63,12,73,27.1,-0.43,0.4,14.43,4.68,0.68,0.2452918402,2.12,5.57,20.6,53.44,5.17,2.5,1.56,0.12,0.004,50.1,34.2,60.5
207,2012,115807,groundwater,785175.20988402,10752839.898066,1320,tuffsand,63.2,6.08,12,67,26.9,-0.52,1,6.7,6.19,0.34,0.2217507805,0.3,5.6,12,37.15,2.59,7,5.35,0.06,0.004,44.5,34.2,60.5
208,2012,115806,groundwater,785181.20988402,10752842.898066,1300,tuffsand,196,5.56,15,48,25.8,-0.27,1,5.59,2.46,0.09,0.2219019628,1.4,5.2,10,24.16,18.11,1,1,0.34,0.004,36.3,34.2,60.5
209,2012,115805,groundwater,785175.20988402,10752850.898066,1247,tuffsand,320,6.66,1.5,332,27.2,-0.62,10,46.94,17.45,0.87,0.2223838893,3.2,14.7,13.4,178,6.89,36.54,16.72,0.09,0.006,27.4,34.2,60.5
210,2012,115804,groundwater,785180.20988402,10752842.898066,1240,tuffsand,247,6.03,13,363,27,-0.31,1.5,27.99,8.29,0.31,0.2225184701,6.7,31.7,0,76.68,8.62,48.55,47.93,0.28,0.004,42.7,34.2,60.5
211,2012,115801,groundwater,785175.20988402,10752843.898066,1230,tuffsand,423,5.9,13,84,26.1,-0.47,0.5,9.31,6.05,0.1,0.222653051,0.9,9.6,22.9,31.24,4.31,7,10.41,0.03,0.004,18.3,34.2,60.5
212,2012,115802,groundwater,785178.20988402,10752842.898066,1228,tuffsand,391,6.68,6.3,186,26.4,-0.54,0.2,24.6,10.76,1.02,0.02,2.24,13.57,22.9,129,4.3,8,1.12,0.11,0.009,27.4,34.2,60.5
213,2012,115803,groundwater,785175.20988402,10752848.898066,1225,tuffsand,293,6.39,4,322,26.8,-0.3,1,35.03,10.27,0.03,0.01,5.7,29.1,24.6,94.11,4.14,36.74,38.76,0.27,0.004,60.1,34.2,60.5
214,2012,115800,groundwater,785176.20988402,10752842.898066,1200,tuffsand,705,6.98,6.8,221,26.1,-0.3,0.5,24.96,11.19,0.28,0.07,5.82,19.8,13.4,182,5.17,7,0.98,0.08,0.004,37.1,34.2,60.5
215,2012,112003,groundwater,785175.20988402,10752842.898066,1190,tuffsand,373,7.49,5,212,26.1,-0.45,2,24.59,16.59,0.47,0.01,7.15,18.05,15.6,195,5.6,4.5,1.85,2.11,0.004,14.4,34.2,60.5
216,2012,112004,groundwater,791358.410990657,10754868.208511,1175,tuffsand,349,6.47,7.5,158,26.4,-0.32,2,21.6,6.16,0.09,0.07,2.43,21.96,0,130,8.6,4,0.1,0.11,0.004,43.6,34.2,60.5
217,2012,111006,groundwater,779749.809897359,10753920.753428,1150,tuffsand,588,6.6,12,260,26.3,-0.61,0.75,31.66,6.56,0.09,0.22,6.3,52.2,14,139,5.17,38,20.6,0.14,0.322,41.8,34.2,60.5
218,2012,111044,groundwater,778412.209171393,10755905.51503,1130,tuffsand,311,6.6,7.9,422,26.4,-0.35,2,45.15,11.55,0.05,0.22,1.9,54,0,219,15.95,42.54,19.19,0.07,0.232,44.1,34.2,60.5
219,2012,112012,groundwater,785379.24151581,10756053.091886,1040,tuffsand,427,6.32,13,173,26.7,-0.19,2,21.6,11.19,0.08,0.22,3.1,10.4,22.9,112,8.62,8,0.7,0.16,0.004,47,34.2,60.5
220,2012,214064,groundwater,777881.712359008,10751587.279369,990,breccias,280,6.64,12,275,26,-0.52,2,41.72,8.46,0.08,0.22,8.1,20.3,19,159,27.44,37.54,14.34,0,0.004,33.4,34.2,60.5
221,2012,211010,groundwater,790201.394293116,10764157.573,980,tuffsand,364,6.47,7,321,26.7,-0.41,1,39.5,12.96,0.06,0.01,2.1,13.65,31.3,96,9.5,57.6,8.9,0,0.004,18.3,34.2,60.5
222,2012,211016,groundwater,785246.624399812,10760146.757139,940,tuffsand,580,6.57,6.5,239,26.7,0.7,2,33.53,8.93,0.16,0.02,2.3,17.3,8,124,5.35,23.02,8.39,0.01,0.004,47.2,34.2,60.5
223,2012,211047,groundwater,779287.080654628,10757791.220499,940,tuffsand,486,6.85,4.4,522,25.8,-0.41,2,45.13,21.56,0.08,0.07,5.7,74.2,8,202,4.31,93.09,31.17,0,0.092,25.2,34.2,60.5
224,2012,211017,groundwater,785256.755241973,10758265.610703,890,tuffsand,362,7.26,9.6,192,27,-0.69,2,29.8,13.43,0.13,0.01,2.19,12.3,0,171,4.31,4.5,1.34,0,0.004,54.8,34.2,60.5
225,2012,212009,groundwater,786240.150405828,10760484.10282,890,tuffsand,364,6.28,7,153,25.7,-0.4,0.75,20.86,6.25,0.13,0.07,2.1,15.4,14.5,112,12.5,10,7.9,0.01,1.1,33.1,34.2,60.5
226,2012,212011,groundwater,784558.60588577,10765233.326206,830,tuffsand,364,6.37,6.4,230,25.4,-0.46,0.5,25.7,11.88,1.2,0.2443220657,4.3,18.9,0,142,6.47,25.53,3.51,0,0.004,45.1,34.2,60.5
227,2012,214063,groundwater,777100.035718877,10753021.704211,820,breccias,495,6.63,8,281,26.2,-0.4,1,34.42,11.44,0.05,0.2452918402,2.36,29.64,0,185,6.04,28.53,3.66,0,0.004,40.7,34.2,60.5
228,2012,311048,groundwater,778949.486068969,10758895.983845,790,tuffsand,364,6.47,8,469,26.5,-0.41,0.5,45.88,23.18,0.05,0.2217507805,8.66,21.5,0,183.5,11.21,59.56,11.7,0.01,0.023,24.6,34.2,60.5
229,2012,212018,groundwater,782032.434927351,10761457.400646,780,tuffsand,215,6.46,6.2,266,26.3,-0.48,0.5,33.53,12.07,0.98,0.2219019628,2.38,31.1,0,205,11.21,10.31,2.78,0,0.004,26,34.2,60.5
230,2012,313058,groundwater,781713.64321397,10759021.263869,780,clay,349,6.33,6.5,198,36.4,-0.26,0.5,23.84,6.69,0.04,0.24,2.87,19,3.7,105,11.64,31.53,6.47,0.02,0.444,55.6,34.2,60.5
231,2012,311025,groundwater,784266.738571475,10757264.372492,770,tuffsand,311,6.66,4.5,188,26,-0.45,0.5,26.08,9.84,0.13,0.24,1.58,14.18,3.7,151,9.92,7.5,1.9,0,0.023,40.7,34.2,60.5
232,2012,311027,groundwater,782470.633371334,10762234.340428,768,tuffsand,324,6.96,8.8,407,26.8,-0.45,2,40.23,11.6,0.66,0.24,13.46,52,10,195,9.49,53.6,21.53,0.02,0.275,42.1,34.2,60.5
233,2012,311028,groundwater,783353.528567332,10762571.047872,765,tuffsand,588,6.54,6,242,26,-0.35,2,32.04,12.52,0.13,0.25,1.71,10.07,25.7,105,10.94,10.71,3.09,0,0.029,49,34.2,60.5
234,2012,311034,groundwater,783992.528191583,10767111.469456,765,tuffsand,391,6.56,9,311,26.7,-0.15,1,35.76,17.44,0.05,0.22,3.88,20.92,10.8,127,14.23,45,11.02,0.01,0.056,36.1,34.2,60.5
235,2012,311051,groundwater,779823.666560055,10760892.376934,765,tuffsand,423,6.69,8,441,27,-0.18,0.5,58.86,19.66,0.4,0.22,3.32,30.4,10.8,251,12.5,68.07,19.24,0,0.905,53.3,34.2,60.5
236,2012,312026,groundwater,785309.97280116,10748306.617719,765,tuffsand,196,6.41,7,808,26.4,-0.18,1,44,35,0.07,0.22,5.22,98.4,13.4,323,17.7,73,49.8,0,2.32,36.2,34.2,60.5
237,2012,312050,groundwater,776193.434096125,10757221.769926,765,clay,324,7.15,9,390,25.6,-0.35,0.5,49.54,20.5,0.08,0.22,7.03,40.52,0,288,4.74,42.24,0.24,0.01,4.973,44.2,34.2,60.5
238,2012,318069,groundwater,768459.02760758,10755854.357437,765,clay,122,7.48,9,565,25.7,-0.71,0.3,31.66,15.45,0.04,0.22,9.1,145,22.9,472,12.5,46.55,0.9,0.01,0.004,53.3,34.2,60.5
239,2012,311014,groundwater,776637.52427108,10756892.125263,760,tuffsand,229,6.58,8,440,26.5,-6.33,1,31.29,13.43,0.13,0.22,7.35,77.23,22.9,230,15.95,65.6,2.8,0.01,0.83,30.9,34.2,60.5
240,2012,311029,groundwater,783803.601927851,10761134.916142,760,tuffsand,124,7.29,10,601,25.6,-0.76,0.5,23.28,10.66,0.66,0.22,8.17,166,10.8,473,6.47,69.57,0.66,0,5.929,56.6,34.2,60.5
241,2012,313060,groundwater,775304.12365666,10758102.360717,760,clay,280,6.77,10,752,26.5,-0.33,0.5,24.6,25.59,0.07,0.23,5.84,105,19.6,273,17.68,119,20.07,0,0.004,26.2,34.2,60.5
242,2012,311033,groundwater,783455.776821013,10764120.804567,750,tuffsand,556,6.86,12,105,26.8,-0.45,1,13.41,7.62,0.08,0.23,1.27,7,0,85.4,3.45,7.5,1.02,0.02,0.004,43.6,34.2,60.5
243,2012,311035,groundwater,784000.913292382,10765562.29979,750,tuffsand,539,6.5,15,568,26.9,-0.42,5,74.43,30.96,0.2,0.24,9.89,37.58,14.5,459,6.67,42.54,0.83,0,0.524,45,34.2,60.5
244,2012,311039,groundwater,784444.427067925,10765353.38277,740,tuffsand,160,7.19,13,690,25.8,-0.48,1,43.06,18.89,0.13,0.24,14.82,127,0,488,12.7,36.54,1.22,0.01,0.004,59.8,34.2,60.5
245,2012,311057,groundwater,789968.61926536,10766258.885392,740,tuffsand,486,6.58,1.5,540,26.7,-0.31,1,14.97,32.53,0.08,0.24,2.08,95.5,0,410,15.95,45.07,1.83,0,0.004,29.8,34.2,60.5
